Name	Type	Subtype	CMC	Power	Toughness	Text	Sets
Wormwood Dryad	Creature	Dryad	3	3	1	{G}: Wormwood Dryad gains forestwalk until end of turn and deals 1 damage to you. (It can't be blocked as long as defending player controls a Forest.) {B}: Wormwood Dryad gains swampwalk until end of turn and deals 1 damage to you. (It can't be blocked as long as defending player controls a Swamp.)	TSP
Silent Sentinel	Creature	Archon	7	4	6	Flying Whenever Silent Sentinel attacks, you may return target enchantment card from your graveyard to the battlefield.	pPRE BNG
Ambuscade Shaman	Creature	Orc Shaman	3	2	2	Whenever Ambuscade Shaman or another creature enters the battlefield under your control, that creature gets +2/+2 until end of turn. Dash {3}{B} (You may cast this spell for its dash cost. If you do, it gains haste, and it's returned from the battlefield to its owner's hand at the beginning of the next end step.)	DTK
Brain Weevil	Creature	Insect	4	1	1	Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) Sacrifice Brain Weevil: Target player discards two cards. Activate this ability only any time you could cast a sorcery.	ISD DDJ
Southern Paladin	Creature	Human Knight	4	3	3	{W}{W}, {T}: Destroy target red permanent.	WTH 7ED
Galvanoth	Creature	Beast	5	3	3	At the beginning of your upkeep, you may look at the top card of your library. If it's an instant or sorcery card, you may cast it without paying its mana cost.	MBS DDJ
Cavern Harpy	Creature	Harpy Beast	2	2	1	Flying When Cavern Harpy enters the battlefield, return a blue or black creature you control to its owner's hand. Pay 1 life: Return Cavern Harpy to its owner's hand.	PLS
Dirtcowl Wurm	Creature	Wurm	5	3	4	Whenever an opponent plays a land, put a +1/+1 counter on Dirtcowl Wurm.	pPRE TMP BRB
Merfolk Skyscout	Creature	Merfolk Scout	4	2	3	Flying Whenever Merfolk Skyscout attacks or blocks, untap target permanent.	ROE
Lightning Serpent	Creature	Elemental Serpent	1	2	1	Trample, haste Lightning Serpent enters the battlefield with X +1/+0 counters on it. At the beginning of the end step, sacrifice Lightning Serpent.	CSP
Final-Sting Faerie	Creature	Faerie Assassin	4	2	2	Flying When Final-Sting Faerie enters the battlefield, destroy target creature that was dealt damage this turn.	MOR
Scarecrone	Artifact Creature	Scarecrow	3	1	2	{1}, Sacrifice a Scarecrow: Draw a card. {4}, {T}: Return target artifact creature card from your graveyard to the battlefield.	EVE
Undercity Shade	Creature	Shade	5	1	1	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.) {B}: Undercity Shade gets +1/+1 until end of turn.	RAV
Sentry Oak	Creature	Treefolk Warrior	5	3	5	Defender At the beginning of combat on your turn, you may clash with an opponent. If you win, Sentry Oak gets +2/+0 and loses defender until end of turn. (Each clashing player reveals the top card of his or her library, then puts that card on the top or bottom. A player wins if his or her card had a higher converted mana cost.)	LRW
Phyrexian Rager	Creature	Horror	3	2	2	When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life.	pMEI APC 10E DDD MBS DD3_GVL
Oversoul of Dusk	Creature	Spirit Avatar	5	5	5	Protection from blue, from black, and from red	SHM
Armorer Guildmage	Creature	Human Wizard	1	1	1	{B}, {T}: Target creature gets +1/+0 until end of turn. {G}, {T}: Target creature gets +0/+1 until end of turn.	MIR
Elvish Bard	Creature	Elf Shaman	5	2	4	All creatures able to block Elvish Bard do so.	ALL DKM 9ED
Arsenal Thresher	Artifact Creature	Construct	4	2	2	As Arsenal Thresher enters the battlefield, you may reveal any number of other artifact cards from your hand. Arsenal Thresher enters the battlefield with a +1/+1 counter on it for each card revealed this way.	ARB HOP
Somnomancer	Creature	Kithkin Wizard	2	2	1	When Somnomancer enters the battlefield, you may tap target creature.	SHM
Armored Griffin	Creature	Griffin	4	2	3	Flying, vigilance	PO2 ME2 PC2
Kavu Howler	Creature	Kavu	6	4	5	When Kavu Howler enters the battlefield, reveal the top four cards of your library. Put all Kavu cards revealed this way into your hand and the rest on the bottom of your library in any order.	APC
Lorthos, the Tidemaker	Creature	Octopus	8	8	8	Whenever Lorthos, the Tidemaker attacks, you may pay {8}. If you do, tap up to eight target permanents. Those permanents don't untap during their controllers' next untap steps.	ZEN C14
Forgestoker Dragon	Creature	Dragon	6	5	4	Flying {1}{R}: Forgestoker Dragon deals 1 damage to target creature. That creature can't block this combat. Activate this ability only if Forgestoker Dragon is attacking.	pPRE BNG
Pristine Skywise	Creature	Dragon	6	6	4	Flying Whenever you cast a noncreature spell, untap Pristine Skywise. It gains protection from the color of your choice until end of turn.	pMEI DTK
Reckless Brute	Creature	Ogre Warrior	3	3	1	Haste (This creature can attack and {T} as soon as it comes under your control.) Reckless Brute attacks each turn if able.	M13
Evershrike	Creature	Elemental Spirit	5	2	2	Flying Evershrike gets +2/+2 for each Aura attached to it. {X}{W/B}{W/B}: Return Evershrike from your graveyard to the battlefield. You may put an Aura card with converted mana cost X or less from your hand onto the battlefield attached to it. If you don't, exile Evershrike.	EVE
Wood Elemental	Creature	Elemental	4	*	*	As Wood Elemental enters the battlefield, sacrifice any number of untapped Forests. Wood Elemental's power and toughness are each equal to the number of Forests sacrificed as it entered the battlefield.	LEG ME4
Silent Artisan	Creature	Giant	5	3	5		THS
Cruel Deceiver	Creature	Spirit	2	2	1	{1}: Look at the top card of your library. {2}: Reveal the top card of your library. If it's a land card, Cruel Deceiver gains "Whenever Cruel Deceiver deals damage to a creature, destroy that creature" until end of turn. Activate this ability only once each turn.	CHK
Bloodfire Expert	Creature	Efreet Monk	3	3	1	Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)	KTK
Demon's Herald	Creature	Human Wizard	1	1	1	{2}{B}, {T}, Sacrifice a blue creature, a black creature, and a red creature: Search your library for a card named Prince of Thralls and put it onto the battlefield. Then shuffle your library.	ALA
Hematite Golem	Artifact Creature	Golem	4	1	4	{1}{R}: Hematite Golem gets +2/+0 until end of turn.	MRD
Emberstrike Duo	Creature	Elemental Warrior Shaman	2	1	1	Whenever you cast a black spell, Emberstrike Duo gets +1/+1 until end of turn. Whenever you cast a red spell, Emberstrike Duo gains first strike until end of turn.	SHM
Lurebound Scarecrow	Artifact Creature	Scarecrow	3	4	4	As Lurebound Scarecrow enters the battlefield, choose a color. When you control no permanents of the chosen color, sacrifice Lurebound Scarecrow.	SHM
Petrified Wood-Kin	Creature	Elemental Warrior	7	3	3	Petrified Wood-Kin can't be countered. Bloodthirst X (This creature enters the battlefield with X +1/+1 counters on it, where X is the damage dealt to your opponents this turn.) Protection from instants	GPT
Invasive Species	Creature	Insect	3	3	3	When Invasive Species enters the battlefield, return another permanent you control to its owner's hand.	M15
Pheres-Band Thunderhoof	Creature	Centaur Warrior	5	3	4	Heroic — Whenever you cast a spell that targets Pheres-Band Thunderhoof, put two +1/+1 counters on Pheres-Band Thunderhoof.	JOU
Vitu-Ghazi Guildmage	Creature	Dryad Shaman	2	2	2	{4}{G}{W}: Put a 3/3 green Centaur creature token onto the battlefield. {2}{G}{W}: Populate. (Put a token onto the battlefield that's a copy of a creature token you control.)	RTR
Thelonite Monk	Creature	Insect Monk Cleric	4	1	2	{T}, Sacrifice a green creature: Target land becomes a Forest. (This effect lasts indefinitely.)	FEM
Root Elemental	Creature	Elemental	6	6	5	Morph {5}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) When Root Elemental is turned face up, you may put a creature card from your hand onto the battlefield.	SCG
Angelfire Crusader	Creature	Human Soldier Knight	4	2	3	{R}: Angelfire Crusader gets +1/+0 until end of turn.	APC
Consumptive Goo	Creature	Ooze	2	1	1	{2}{B}{B}: Target creature gets -1/-1 until end of turn. Put a +1/+1 counter on Consumptive Goo.	SCG
Vigean Hydropon	Creature	Plant Mutant	3	0	0	Graft 5 (This creature enters the battlefield with five +1/+1 counters on it. Whenever another creature enters the battlefield, you may move a +1/+1 counter from this creature onto it.) Vigean Hydropon can't attack or block.	DIS
Moniker Mage	Creature	Human Wizard	3	2	2	{U}, Say your middle name: Moniker Mage can't be the target of spells or abilities this turn. {U}, Say an opponent's middle name: Moniker Mage gains flying until end of turn.	UNH
Inferno Titan	Creature	Giant	6	6	6	{R}: Inferno Titan gets +1/+0 until end of turn. Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.	pMEI M11 M12 C13
Ravenous Rats	Creature	Rat	2	1	1	When Ravenous Rats enters the battlefield, target opponent discards a card.	PO2 UDS S99 INV 8ED 9ED 10E DDD DPA M13 DDJ DD3_GVL
Wall of Spears	Artifact Creature	Wall	3	2	3	Defender (This creature can't attack.) First strike	ATQ 4ED 5ED 7ED 8ED DPA
Zombie Scavengers	Creature	Zombie	3	3	1	Exile the top creature card of your graveyard: Regenerate Zombie Scavengers.	WTH
Simian Spirit Guide	Creature	Ape Spirit	3	2	2	Exile Simian Spirit Guide from your hand: Add {R} to your mana pool.	PLC
Frilled Oculus	Creature	Homunculus	2	1	3	{1}{G}: Frilled Oculus gets +2/+2 until end of turn. Activate this ability only once each turn.	GTC
Tormented Angel	Creature	Angel	4	1	5	Flying	UDS
Prickly Boggart	Creature	Goblin Rogue	1	1	1	Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)	MOR
Guardian of Vitu-Ghazi	Creature	Elemental	8	4	7	Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.) Vigilance	RAV
Kruin Outlaw	Creature	Human Rogue Werewolf	3	2	2	First strike At the beginning of each upkeep, if no spells were cast last turn, transform Kruin Outlaw.	ISD
Jagged Poppet	Creature	Ogre Warrior	3	3	4	Whenever Jagged Poppet is dealt damage, discard that many cards. Hellbent — Whenever Jagged Poppet deals combat damage to a player, if you have no cards in hand, that player discards cards equal to the damage.	DIS
Colos Yearling	Creature	Goat Beast	3	1	1	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.) {R}: Colos Yearling gets +1/+0 until end of turn.	UDS
Wildwood Geist	Creature	Spirit	5	3	3	Wildwood Geist gets +2/+2 as long as it's your turn.	AVR
Anvilwrought Raptor	Artifact Creature	Bird	4	2	1	Flying, first strike	THS
Battering Ram	Artifact Creature	Construct	2	1	1	At the beginning of combat on your turn, Battering Ram gains banding until end of combat. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.) Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat.	ATQ 4ED RQS ITP 5ED
Morgue Toad	Creature	Frog	3	2	2	Sacrifice Morgue Toad: Add {U}{R} to your mana pool.	PLS DDH
Skyhunter Cub	Creature	Cat Knight	3	2	2	As long as Skyhunter Cub is equipped, it gets +1/+1 and has flying.	MRD
Akroma's Devoted	Creature	Human Cleric	4	2	4	Cleric creatures have vigilance.	LGN
Joraga Treespeaker	Creature	Elf Druid	1	1	1	Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.) LEVEL 1-4 1/2 {T}: Add {G}{G} to your mana pool. LEVEL 5+ 1/4 Elves you control have "{T}: Add {G}{G} to your mana pool."	ROE
Goblin Sharpshooter	Creature	Goblin	3	1	1	Goblin Sharpshooter doesn't untap during your untap step. Whenever a creature dies, untap Goblin Sharpshooter. {T}: Goblin Sharpshooter deals 1 damage to target creature or player.	ONS C13
Pewter Golem	Artifact Creature	Golem	5	4	2	{1}{B}: Regenerate Pewter Golem.	MRD
Soulcatcher	Creature	Bird Soldier	2	1	1	Flying Whenever a creature with flying dies, put a +1/+1 counter on Soulcatcher.	ODY CNS
Phenax, God of Deception	Enchantment Creature	God	5	4	7	Indestructible As long as your devotion to blue and black is less than seven, Phenax isn't a creature. Creatures you control have "{T}: Target player puts the top X cards of his or her library into his or her graveyard, where X is this creature's toughness."	BNG
Sire of Stagnation	Creature	Eldrazi	6	5	7	Devoid (This card has no color.) Whenever a land enters the battlefield under an opponent's control, that player exiles the top two cards of his or her library and you draw two cards.	BFZ
Kithkin Rabble	Creature	Kithkin	4	*	*	Vigilance Kithkin Rabble's power and toughness are each equal to the number of white permanents you control.	SHM
Whippoorwill	Creature	Bird	1	1	1	{G}{G}, {T}: Target creature can't be regenerated this turn. Damage that would be dealt to that creature this turn can't be prevented or dealt instead to another creature or player. When the creature dies this turn, exile the creature.	DRK
Meloku the Clouded Mirror	Creature	Moonfolk Wizard	5	2	4	Flying {1}, Return a land you control to its owner's hand: Put a 1/1 blue Illusion creature token with flying onto the battlefield.	CHK MMA
Kitchen Finks	Creature	Ouphe	3	3	2	When Kitchen Finks enters the battlefield, you gain 2 life. Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)	pFNM SHM MMA
