Name	Type	Subtype	CMC	Colors	Power	Toughness	Text	Sets
Darksteel Myr	['Artifact', 'Creature']	['Myr']	3	colorless	0	1	Indestructible (Damage and effects that say "destroy" don't destroy this creature. If its toughness is 0 or less, it's still put into its owner's graveyard.)	['SOM']
Zameck Guildmage	['Creature']	['Elf', 'Wizard']	2	['Blue', 'Green']	2	2	{G}{U}: This turn, each creature you control enters the battlefield with an additional +1/+1 counter on it. {G}{U}, Remove a +1/+1 counter from a creature you control: Draw a card.	['pMGD', 'GTC']
Burning-Tree Bloodscale	['Creature']	['Viashino', 'Berserker']	4	['Red', 'Green']	2	2	Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.) {2}{R}: Target creature can't block Burning-Tree Bloodscale this turn. {2}{G}: Target creature blocks Burning-Tree Bloodscale this turn if able.	['GPT']
Uktabi Efreet	['Creature']	['Efreet']	4	['Green']	5	4	Cumulative upkeep {G} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)	['WTH']
Multani, Maro-Sorcerer	['Creature']	['Elemental']	6	['Green']	0	0	Shroud (This creature can't be the target of spells or abilities.) Multani, Maro-Sorcerer's power and toughness are each equal to the total number of cards in all players' hands.	['ULG']
Yellow Scarves General	['Creature']	['Human', 'Soldier']	4	['Red']	2	2	Horsemanship (This creature can't be blocked except by creatures with horsemanship.) Yellow Scarves General can't block.	['PTK']
Skullmulcher	['Creature']	['Elemental']	5	['Green']	3	3	Devour 1 (As this enters the battlefield, you may sacrifice any number of creatures. This creature enters the battlefield with that many +1/+1 counters on it.) When Skullmulcher enters the battlefield, draw a card for each creature it devoured.	['ALA']
Squire	['Creature']	['Human', 'Soldier']	2	['White']	1	2	NA	['DRK', 'TSB']
Inkwell Leviathan	['Artifact', 'Creature']	['Leviathan']	9	['Blue']	7	11	Islandwalk (This creature can't be blocked as long as defending player controls an Island.) Trample Shroud (This creature can't be the target of spells or abilities.)	['CON', 'PD3', 'DDO']
Skywatcher Adept	['Creature']	['Merfolk', 'Wizard']	1	['Blue']	1	1	Level up {3} ({3}: Put a level counter on this. Level up only as a sorcery.) LEVEL 1-2 2/2 Flying LEVEL 3+ 4/2 Flying	['ROE']
Blademane Baku	['Creature']	['Spirit']	2	['Red']	1	1	Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Blademane Baku. {1}, Remove X ki counters from Blademane Baku: For each counter removed, Blademane Baku gets +2/+0 until end of turn.	['BOK']
Childhood Horror	['Creature']	['Horror']	4	['Black']	2	2	Flying Threshold — As long as seven or more cards are in your graveyard, Childhood Horror gets +2/+2 and can't block.	['ODY']
Pangosaur	['Creature']	['Lizard']	4	['Green']	6	6	Whenever a player plays a land, return Pangosaur to its owner's hand.	['MMQ']
Kiyomaro, First to Stand	['Creature']	['Spirit']	5	['White']	0	0	Kiyomaro, First to Stand's power and toughness are each equal to the number of cards in your hand. As long as you have four or more cards in hand, Kiyomaro has vigilance. Whenever Kiyomaro deals damage, if you have seven or more cards in hand, you gain 7 life.	['pPRE', 'SOK']
Vedalken Æthermage	['Creature']	['Vedalken', 'Wizard']	2	['Blue']	1	2	Flash (You may cast this spell any time you could cast an instant.) When Vedalken Æthermage enters the battlefield, return target Sliver to its owner's hand. Wizardcycling {3} ({3}, Discard this card: Search your library for a Wizard card, reveal it, and put it into your hand. Then shuffle your library.)	['FUT']
Sokenzan Bruiser	['Creature']	['Ogre', 'Warrior']	5	['Red']	3	3	Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.)	['CHK']
Scoria Wurm	['Creature']	['Wurm']	5	['Red']	7	7	At the beginning of your upkeep, flip a coin. If you lose the flip, return Scoria Wurm to its owner's hand.	['USG', '10E']
Crowned Ceratok	['Creature']	['Rhino']	4	['Green']	4	3	Trample Each creature you control with a +1/+1 counter on it has trample.	['GTC', 'DDL']
Glory Seeker	['Creature']	['Human', 'Soldier']	2	['White']	2	2	NA	['ONS', '8ED', '9ED', 'ROE', 'DDF']
Goblin Secret Agent	['Creature']	['Goblin', 'Rogue']	3	['Red']	2	2	First strike At the beginning of your upkeep, reveal a card from your hand at random.	['UNH']
Meng Huo's Horde	['Creature']	['Human', 'Soldier']	5	['Green']	4	5	NA	['PTK', 'ME3']
Hissing Iguanar	['Creature']	['Lizard']	3	['Red']	3	1	Whenever another creature dies, you may have Hissing Iguanar deal 1 damage to target player.	['ALA', 'PC2']
Crater Elemental	['Creature']	['Elemental']	3	['Red']	0	6	{R}, {T}, Sacrifice Crater Elemental: Crater Elemental deals 4 damage to target creature. Formidable — {2}{R}: Crater Elemental has base power 8 until end of turn. Activate this ability only if creatures you control have total power 8 or greater.	['DTK']
Akoum Firebird	['Creature']	['Phoenix']	4	['Red']	3	3	Flying, haste Akoum Firebird attacks each turn if able. Landfall — Whenever a land enters the battlefield under your control, you may pay {4}{R}{R}. If you do, return Akoum Firebird from your graveyard to the battlefield.	['BFZ']
Norin the Wary	['Creature']	['Human', 'Warrior']	1	['Red']	2	1	When a player casts a spell or a creature attacks, exile Norin the Wary. Return it to the battlefield under its owner's control at the beginning of the next end step.	['TSP']
Sower of Temptation	['Creature']	['Faerie', 'Wizard']	4	['Blue']	2	2	Flying When Sower of Temptation enters the battlefield, gain control of target creature for as long as Sower of Temptation remains on the battlefield.	['LRW']
Freyalise Supplicant	['Creature']	['Human', 'Cleric']	2	['Green']	1	1	{T}, Sacrifice a red or white creature: Freyalise Supplicant deals damage to target creature or player equal to half the sacrificed creature's power, rounded down.	['ICE']
Michiko Konda, Truth Seeker	['Creature']	['Human', 'Advisor']	4	['White']	2	2	Whenever a source an opponent controls deals damage to you, that player sacrifices a permanent.	['SOK']
Cogwork Librarian	['Artifact', 'Creature']	['Construct']	4	colorless	3	3	Draft Cogwork Librarian face up. As you draft a card, you may draft an additional card from that booster pack. If you do, put Cogwork Librarian into that booster pack.	['CNS']
Ruby Leech	['Creature']	['Leech']	2	['Red']	2	2	First strike Red spells you cast cost {R} more to cast.	['INV']
Dross Harvester	['Creature']	['Horror']	3	['Black']	4	4	Protection from white At the beginning of your end step, you lose 4 life. Whenever a creature dies, you gain 2 life.	['MRD']
Skinrender	['Creature']	['Zombie']	4	['Black']	3	3	When Skinrender enters the battlefield, put three -1/-1 counters on target creature.	['pWPN', 'SOM']
Jwari Scuttler	['Creature']	['Crab']	3	['Blue']	2	3	NA	['ROE']
Stormsurge Kraken	['Creature']	['Kraken']	5	['Blue']	5	5	Hexproof Lieutenant — As long as you control your commander, Stormsurge Kraken gets +2/+2 and has "Whenever Stormsurge Kraken becomes blocked, you may draw two cards."	['C14']
Kjeldoran Elite Guard	['Creature']	['Human', 'Soldier']	4	['White']	2	2	{T}: Target creature gets +2/+2 until end of turn. When that creature leaves the battlefield this turn, sacrifice Kjeldoran Elite Guard. Activate this ability only during combat.	['ICE', 'CST', 'ME2']
Kiki-Jiki, Mirror Breaker	['Creature']	['Goblin', 'Shaman']	5	['Red']	2	2	Haste {T}: Put a token that's a copy of target nonlegendary creature you control onto the battlefield. That token has haste. Sacrifice it at the beginning of the next end step.	['CHK', 'V11', 'MMA', 'MM2']
Canopy Dragon	['Creature']	['Dragon']	6	['Green']	4	4	Trample {1}{G}: Canopy Dragon gains flying and loses trample until end of turn.	['MIR']
Glade Gnarr	['Creature']	['Beast']	6	['Green']	4	4	Whenever a player casts a blue spell, Glade Gnarr gets +2/+2 until end of turn.	['APC']
Armored Transport	['Artifact', 'Creature']	['Construct']	3	colorless	2	1	Prevent all combat damage that would be dealt to Armored Transport by creatures blocking it.	['GTC']
Minotaur Aggressor	['Creature']	['Minotaur', 'Berserker']	7	['Red']	6	2	First strike, haste	['RTR']
Setessan Battle Priest	['Creature']	['Human', 'Cleric']	2	['White']	1	3	Heroic — Whenever you cast a spell that targets Setessan Battle Priest, you gain 2 life.	['THS']
Burrenton Forge-Tender	['Creature']	['Kithkin', 'Wizard']	1	['White']	1	1	Protection from red Sacrifice Burrenton Forge-Tender: Prevent all damage a red source of your choice would deal this turn.	['LRW', 'MD1']
Stern Marshal	['Creature']	['Human', 'Soldier']	3	['White']	2	2	{T}: Target creature gets +2/+2 until end of turn. Activate this ability only during your turn, before attackers are declared.	['POR']
Screeching Drake	['Creature']	['Drake']	4	['Blue']	2	2	Flying When Screeching Drake enters the battlefield, draw a card, then discard a card.	['PO2', 'ME2']
Kalonian Twingrove	['Creature']	['Treefolk', 'Warrior']	6	['Green']	0	0	Kalonian Twingrove's power and toughness are each equal to the number of Forests you control. When Kalonian Twingrove enters the battlefield, put a green Treefolk Warrior creature token onto the battlefield with "This creature's power and toughness are each equal to the number of Forests you control."	['M15']
Numai Outcast	['Creature']	['Human', 'Samurai']	4	['Black']	1	1	Bushido 2 (Whenever this creature blocks or becomes blocked, it gets +2/+2 until end of turn.) {B}, Pay 5 life: Regenerate Numai Outcast.	['CHK']
Kavu Glider	['Creature']	['Kavu']	3	['Red']	2	1	{W}: Kavu Glider gets +0/+1 until end of turn. {U}: Kavu Glider gains flying until end of turn.	['APC']
Admonition Angel	['Creature']	['Angel']	6	['White']	6	6	Flying Landfall — Whenever a land enters the battlefield under your control, you may exile target nonland permanent other than Admonition Angel. When Admonition Angel leaves the battlefield, return all cards exiled with it to the battlefield under their owners' control.	['WWK']
Demonic Hordes	['Creature']	['Demon']	6	['Black']	5	5	{T}: Destroy target land. At the beginning of your upkeep, unless you pay {B}{B}{B}, tap Demonic Hordes and sacrifice a land of an opponent's choice.	['LEA', 'LEB', '2ED', 'CED', 'CEI', '3ED', 'ME4']
Aegis of the Gods	['Enchantment', 'Creature']	['Human', 'Soldier']	2	['White']	2	1	You have hexproof. (You can't be the target of spells or abilities your opponents control.)	['JOU']
Oversoul of Dusk	['Creature']	['Spirit', 'Avatar']	5	['White', 'Green']	5	5	Protection from blue, from black, and from red	['SHM']
Mire Boa	['Creature']	['Snake']	2	['Green']	2	1	Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.) {G}: Regenerate Mire Boa.	['PLC']
Ætherling	['Creature']	['Shapeshifter']	6	['Blue']	4	5	{U}: Exile Ætherling. Return it to the battlefield under its owner's control at the beginning of the next end step. {U}: Ætherling can't be blocked this turn. {1}: Ætherling gets +1/-1 until end of turn. {1}: Ætherling gets -1/+1 until end of turn.	['DGM']
Fetid Imp	['Creature']	['Imp']	2	['Black']	1	2	Flying (This creature can't be blocked except by creatures with flying or reach.) {B}: Fetid Imp gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.)	['ORI']
Court Hussar	['Creature']	['Vedalken', 'Knight']	3	['Blue']	1	3	Vigilance When Court Hussar enters the battlefield, look at the top three cards of your library, then put one of them into your hand and the rest on the bottom of your library in any order. When Court Hussar enters the battlefield, sacrifice it unless {W} was spent to cast it.	['DIS', 'CMD']
Gladecover Scout	['Creature']	['Elf', 'Scout']	1	['Green']	1	1	Hexproof (This creature can't be the target of spells or abilities your opponents control.)	['M12', 'M14']
Axegrinder Giant	['Creature']	['Giant', 'Warrior']	6	['Red']	6	4	NA	['LRW']
Carnival Hellsteed	['Creature']	['Nightmare', 'Horse']	6	['Black', 'Red']	5	4	First strike, haste Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.)	['pPRE', 'RTR']
Roterothopter	['Artifact', 'Creature']	['Thopter']	1	colorless	0	2	Flying {2}: Roterothopter gets +1/+0 until end of turn. Activate this ability no more than twice each turn.	['HML', 'ME2']
Safehold Elite	['Creature']	['Elf', 'Scout']	2	['White', 'Green']	2	2	Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)	['SHM']
Lone Wolf	['Creature']	['Wolf']	3	['Green']	2	2	You may have Lone Wolf assign its combat damage as though it weren't blocked.	['PO2', 'ULG', 'PTK', 'S99', '7ED', '8ED']
Goldenglow Moth	['Creature']	['Insect']	1	['White']	0	1	Flying Whenever Goldenglow Moth blocks, you may gain 4 life.	['SHM', 'M11']
Forked-Branch Garami	['Creature']	['Spirit']	5	['Green']	4	4	Soulshift 4, soulshift 4 (When this creature dies, you may return up to two target Spirit cards with converted mana cost 4 or less from your graveyard to your hand.)	['BOK']
Shadow Rider	['Creature']	['Zombie', 'Knight']	4	['Black']	3	3	Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)	['WTH']
Ogre Recluse	['Creature']	['Ogre', 'Warrior']	4	['Red']	5	4	Whenever a player casts a spell, tap Ogre Recluse.	['BOK']
Hedge Troll	['Creature']	['Troll', 'Cleric']	3	['Green']	2	2	Hedge Troll gets +1/+1 as long as you control a Plains. {W}: Regenerate Hedge Troll.	['pREL', 'PLC']
Mindlash Sliver	['Creature']	['Sliver']	1	['Black']	1	1	All Slivers have "{1}, Sacrifice this permanent: Each player discards a card."	['TSP']
Firewake Sliver	['Creature']	['Sliver']	3	['Red', 'Green']	1	1	All Sliver creatures have haste. All Slivers have "{1}, Sacrifice this permanent: Target Sliver creature gets +2/+2 until end of turn."	['TSP']
Rotted Hystrix	['Creature']	['Beast']	5	['Green']	3	6	NA	['NPH']
Ana Battlemage	['Creature']	['Human', 'Wizard']	3	['Green']	2	2	Kicker {2}{U} and/or {1}{B} (You may pay an additional {2}{U} and/or {1}{B} as you cast this spell.) When Ana Battlemage enters the battlefield, if it was kicked with its {2}{U} kicker, target player discards three cards. When Ana Battlemage enters the battlefield, if it was kicked with its {1}{B} kicker, tap target untapped creature and that creature deals damage equal to its power to its controller.	['PLC']
Vaporous Djinn	['Creature']	['Djinn']	4	['Blue']	3	4	Flying At the beginning of your upkeep, Vaporous Djinn phases out unless you pay {U}{U}. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)	['MIR']
Territorial Baloth	['Creature']	['Beast']	5	['Green']	4	4	Landfall — Whenever a land enters the battlefield under your control, Territorial Baloth gets +2/+2 until end of turn.	['ZEN', 'DDP', 'BFZ']
